"","t","x","Y"
"1397",1.08333333333333,9.7,0.0461494340325236
"1398",1.08333333333333,9.8,0.0462201136037633
"1399",1.08333333333333,9.9,0.0462893656606604
"1400",1.08333333333333,10,0.0463572329816498
"1401",1.16666666666667,0.1,0.00148975055971863
"1402",1.16666666666667,0.2,0.00226939689605647
"1403",1.16666666666667,0.3,0.00325578157431163
"1404",1.16666666666667,0.4,0.0043969353902969
"1405",1.16666666666667,0.5,0.00565020370976623
"1406",1.16666666666667,0.6,0.00698073963261747
"1407",1.16666666666667,0.7,0.00836022992855632
"1408",1.16666666666667,0.8,0.00976581867332943
"1409",1.16666666666667,0.9,0.0111791987194111
"1410",1.16666666666667,1,0.0125858455749534
"1411",1.16666666666667,1.1,0.0139743720515236
"1412",1.16666666666667,1.2,0.0153359852700671
"1413",1.16666666666667,1.3,0.0166640303672117
"1414",1.16666666666667,1.4,0.0179536075901522
"1415",1.16666666666667,1.5,0.0192012514674776
"1416",1.16666666666667,1.6,0.0204046624463104
"1417",1.16666666666667,1.7,0.0215624828364694
"1418",1.16666666666667,1.8,0.0226741101371834
"1419",1.16666666666667,1.9,0.0237395418728684
"1420",1.16666666666667,2,0.024759246958718
"1421",1.16666666666667,2.1,0.0257340593774555
"1422",1.16666666666667,2.2,0.0266650905952942
"1423",1.16666666666667,2.3,0.0275536576947943
"1424",1.16666666666667,2.4,0.0284012246692573
"1425",1.16666666666667,2.5,0.0292093547198323
"1426",1.16666666666667,2.6,0.0299796717330859
"1427",1.16666666666667,2.7,0.030713829402323
"1428",1.16666666666667,2.8,0.031413486698059
"1429",1.16666666666667,2.9,0.0320802885982183
"1430",1.16666666666667,3,0.0327158511623908
"1431",1.16666666666667,3.1,0.0333217501815464
"1432",1.16666666666667,3.2,0.033899512758982
"1433",1.16666666666667,3.3,0.0344506112833894
"1434",1.16666666666667,3.4,0.0349764593436911
"1435",1.16666666666667,3.5,0.0354784092101682
"1436",1.16666666666667,3.6,0.0359577505695231
"1437",1.16666666666667,3.7,0.0364157102546504
"1438",1.16666666666667,3.8,0.0368534527545861
"1439",1.16666666666667,3.9,0.037272081327634
"1440",1.16666666666667,4,0.0376726395721599
"1441",1.16666666666667,4.1,0.0380561133359113
"1442",1.16666666666667,4.2,0.0384234328667709
"1443",1.16666666666667,4.3,0.0387754751262593
"1444",1.16666666666667,4.4,0.0391130662024259
"1445",1.16666666666667,4.5,0.0394369837715141
"1446",1.16666666666667,4.6,0.0397479595683428
"1447",1.16666666666667,4.7,0.0400466818340771
"1448",1.16666666666667,4.8,0.0403337977172575
"1449",1.16666666666667,4.9,0.0406099156098553
"1450",1.16666666666667,5,0.0408756074049551
"1451",1.16666666666667,5.1,0.041131410666587
"1452",1.16666666666667,5.2,0.0413778307054086
"1453",1.16666666666667,5.3,0.0416153425564853
"1454",1.16666666666667,5.4,0.0418443928574532
"1455",1.16666666666667,5.5,0.0420654016269462
"1456",1.16666666666667,5.6,0.0422787639444206
"1457",1.16666666666667,5.7,0.042484851533467
"1458",1.16666666666667,5.8,0.042684014251414
"1459",1.16666666666667,5.9,0.0428765814885541
"1460",1.16666666666667,6,0.043062863480685
"1461",1.16666666666667,6.1,0.0432431525388971
"1462",1.16666666666667,6.2,0.0434177242006716
"1463",1.16666666666667,6.3,0.0435868383064093
"1464",1.16666666666667,6.4,0.0437507400054973
"1465",1.16666666666667,6.5,0.0439096606959647
"1466",1.16666666666667,6.6,0.0440638189016786
"1467",1.16666666666667,6.7,0.0442134210909081
"1468",1.16666666666667,6.8,0.0443586624399389
"1469",1.16666666666667,6.9,0.0444997275452636
"1470",1.16666666666667,7,0.044636791087702
"1471",1.16666666666667,7.1,0.0447700184516398
"1472",1.16666666666667,7.2,0.0448995663023938
"1473",1.16666666666667,7.3,0.0450255831245465
"1474",1.16666666666667,7.4,0.0451482097239199
"1475",1.16666666666667,7.5,0.0452675796956957
"1476",1.16666666666667,7.6,0.0453838198610305
"1477",1.16666666666667,7.7,0.045497050674362
"1478",1.16666666666667,7.8,0.0456073866034576
"1479",1.16666666666667,7.9,0.0457149364841189
"1480",1.16666666666667,8,0.0458198038513239
"1481",1.16666666666667,8.1,0.0459220872484669
"1482",1.16666666666667,8.2,0.0460218805162381
"1483",1.16666666666667,8.3,0.0461192730625801
"1484",1.16666666666667,8.4,0.0462143501150502
"1485",1.16666666666667,8.5,0.0463071929568285
"1486",1.16666666666667,8.6,0.0463978791475186
"1487",1.16666666666667,8.7,0.0464864827298066
"1488",1.16666666666667,8.8,0.0465730744229661
"1489",1.16666666666667,8.9,0.046657721804126
"1490",1.16666666666667,9,0.0467404894781503
"1491",1.16666666666667,9.1,0.0468214392369173
"1492",1.16666666666667,9.2,0.0469006302087292
"1493",1.16666666666667,9.3,0.0469781189985285
"1494",1.16666666666667,9.4,0.0470539598195489
"1495",1.16666666666667,9.5,0.0471282046169832
"1496",1.16666666666667,9.6,0.0472009031842076
"1497",1.16666666666667,9.7,0.0472721032720621
"1498",1.16666666666667,9.8,0.0473418506916537
"1499",1.16666666666667,9.9,0.0474101894111105
"1500",1.16666666666667,10,0.0474771616466883
"1501",1.25,0.1,0.00176957091712289
"1502",1.25,0.2,0.0020508197061829
"1503",1.25,0.3,0.00259726654884964
"1504",1.25,0.4,0.00334951221803075
"1505",1.25,0.5,0.00425845322435759
"1506",1.25,0.6,0.00528364261022024
"1507",1.25,0.7,0.00639190161117583
"1508",1.25,0.8,0.00755614461823441
"1509",1.25,0.9,0.00875438542558
"1510",1.25,1,0.00996889748622709
"1511",1.25,1.1,0.011185504941329
"1512",1.25,1.2,0.0123929846385647
"1513",1.25,1.3,0.0135825622977788
"1514",1.25,1.4,0.0147474884918156
"1515",1.25,1.5,0.0158826822505146
"1516",1.25,1.6,0.0169844319201712
"1517",1.25,1.7,0.0180501444656062
"1518",1.25,1.8,0.0190781357268026
"1519",1.25,1.9,0.0200674552705839
"1520",1.25,2,0.0210177404388363
"1521",1.25,2.1,0.021929095012925
"1522",1.25,2.2,0.0228019886102477
"1523",1.25,2.3,0.0236371735212493
"1524",1.25,2.4,0.0244356161990167
"1525",1.25,2.5,0.0251984410418699
"1526",1.25,2.6,0.0259268844733241
"1527",1.25,2.7,0.026622257632954
"1528",1.25,2.8,0.0272859162541713
"1529",1.25,2.9,0.0279192365276713
"1530",1.25,3,0.028523595938226
"1531",1.25,3.1,0.0291003582226483
"1532",1.25,3.2,0.0296508617324213
"1533",1.25,3.3,0.0301764105993491
"1534",1.25,3.4,0.030678268199759
"1535",1.25,3.5,0.0311576524949389
"1536",1.25,3.6,0.0316157328948826
"1537",1.25,3.7,0.0320536283509842
"1538",1.25,3.8,0.0324724064326978
"1539",1.25,3.9,0.0328730831847728
"1540",1.25,4,0.0332566235966629
"1541",1.25,4.1,0.0336239425451139
"1542",1.25,4.2,0.0339759060956043
"1543",1.25,4.3,0.034313333068992
"1544",1.25,4.4,0.034636996797011
"1545",1.25,4.5,0.0349476270047084
"1546",1.25,4.6,0.0352459117699436
"1547",1.25,4.7,0.0355324995200819
"1548",1.25,4.8,0.0358080010343141
"1549",1.25,4.9,0.0360729914268982
"1550",1.25,5,0.0363280120922816
"1551",1.25,5.1,0.0365735725977082
"1552",1.25,5.2,0.0368101525127211
"1553",1.25,5.3,0.0370382031680643
"1554",1.25,5.4,0.0372581493389965
"1555",1.25,5.5,0.0374703908500395
"1556",1.25,5.6,0.037675304099796
"1557",1.25,5.7,0.0378732435057339
"1558",1.25,5.8,0.0380645428698289
"1559",1.25,5.9,0.0382495166667127
"1560",1.25,6,0.0384284612565463
"1561",1.25,6.1,0.0386016560252544
"1562",1.25,6.2,0.0387693644550492
"1563",1.25,6.3,0.0389318351283609
"1564",1.25,6.4,0.0390893026684045
"1565",1.25,6.5,0.0392419886196551
"1566",1.25,6.6,0.0393901022714999
"1567",1.25,6.7,0.0395338414282917
"1568",1.25,6.8,0.0396733931289506
"1569",1.25,6.9,0.0398089343191679
"1570",1.25,7,0.0399406324791491
"1571",1.25,7.1,0.0400686462097123
"1572",1.25,7.2,0.0401931257794226
"1573",1.25,7.3,0.0403142136353128
"1574",1.25,7.4,0.040432044879601
"1575",1.25,7.5,0.0405467477146796
"1576",1.25,7.6,0.040658443858521
"1577",1.25,7.7,0.0407672489325088
"1578",1.25,7.8,0.0408732728235853
"1579",1.25,7.9,0.040976620022478
"1580",1.25,8,0.0410773899396586
"1581",1.25,8.1,0.0411756772005752
"1582",1.25,8.2,0.0412715719215944
"1583",1.25,8.3,0.0413651599679934
"1584",1.25,8.4,0.0414565231952497
"1585",1.25,8.5,0.0415457396747861
"1586",1.25,8.6,0.0416328839052531
"1587",1.25,8.7,0.0417180270103479
"1588",1.25,8.8,0.0418012369241036
"1589",1.25,8.9,0.0418825785645121
"1590",1.25,9,0.0419621139962848
"1591",1.25,9.1,0.0420399025834961
"1592",1.25,9.2,0.0421160011328006
"1593",1.25,9.3,0.0421904640278686
"1594",1.25,9.4,0.0422633433556332
"1595",1.25,9.5,0.0423346890249033
"1596",1.25,9.6,0.0424045488778569
"1597",1.25,9.7,0.0424729687948881
"1598",1.25,9.8,0.0425399927932537
"1599",1.25,9.9,0.0426056631199276
"1600",1.25,10,0.042670020339045
"1601",1.33333333333333,0.1,0.00139860135464371
"1602",1.33333333333333,0.2,0.0021459550021921
"1603",1.33333333333333,0.3,0.00316574878922816
"1604",1.33333333333333,0.4,0.00437997818036726
"1605",1.33333333333333,0.5,0.00572683498966157
"1606",1.33333333333333,0.6,0.00715766176535325
"1607",1.33333333333333,0.7,0.00863445374146376
